date,series_id,yield_percent,publish_date,source_file_name,ingestion_timestamp,group,series,unit,term_yr,term_mth_whole,yield_decimal
2025-04-08,INM.DG101.NZZC,3.27,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,1 year,%pa,1,12,0.0327
2025-04-09,INM.DG101.NZZC,3.18,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,1 year,%pa,1,12,0.0318
2025-04-10,INM.DG101.NZZC,3.22,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,1 year,%pa,1,12,0.0322
2025-04-11,INM.DG101.NZZC,3.2,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,1 year,%pa,1,12,0.032
2025-04-14,INM.DG101.NZZC,3.22,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,1 year,%pa,1,12,0.0322
2025-04-15,INM.DG101.NZZC,3.2,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,1 year,%pa,1,12,0.032
2025-04-16,INM.DG101.NZZC,3.21,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,1 year,%pa,1,12,0.0321
2025-04-17,INM.DG101.NZZC,3.21,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,1 year,%pa,1,12,0.0321
2025-04-22,INM.DG101.NZZC,3.19,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,1 year,%pa,1,12,0.0319
2025-04-23,INM.DG101.NZZC,3.21,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,1 year,%pa,1,12,0.0321
2025-04-24,INM.DG101.NZZC,3.21,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,1 year,%pa,1,12,0.0321
2025-04-28,INM.DG101.NZZC,3.21,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,1 year,%pa,1,12,0.0321
2025-04-29,INM.DG101.NZZC,3.21,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,1 year,%pa,1,12,0.0321
2025-04-30,INM.DG101.NZZC,3.21,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,1 year,%pa,1,12,0.0321
2025-05-01,INM.DG101.NZZC,3.19,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,1 year,%pa,1,12,0.0319
2025-05-02,INM.DG101.NZZC,3.21,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,1 year,%pa,1,12,0.0321
2025-05-05,INM.DG101.NZZC,3.21,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,1 year,%pa,1,12,0.0321
2025-05-06,INM.DG101.NZZC,3.21,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,1 year,%pa,1,12,0.0321
2025-05-07,INM.DG101.NZZC,3.18,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,1 year,%pa,1,12,0.0318
2025-05-08,INM.DG101.NZZC,3.18,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,1 year,%pa,1,12,0.0318
2025-05-09,INM.DG101.NZZC,3.18,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,1 year,%pa,1,12,0.0318
2025-05-12,INM.DG101.NZZC,3.18,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,1 year,%pa,1,12,0.0318
2025-05-13,INM.DG101.NZZC,3.22,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,1 year,%pa,1,12,0.0322
2025-05-14,INM.DG101.NZZC,3.21,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,1 year,%pa,1,12,0.0321
2025-05-15,INM.DG101.NZZC,3.21,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,1 year,%pa,1,12,0.0321
2025-05-16,INM.DG101.NZZC,3.24,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,1 year,%pa,1,12,0.032400000000000005
2025-05-19,INM.DG101.NZZC,3.23,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,1 year,%pa,1,12,0.0323
2025-05-20,INM.DG101.NZZC,3.23,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,1 year,%pa,1,12,0.0323
2025-05-21,INM.DG101.NZZC,3.23,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,1 year,%pa,1,12,0.0323
2025-05-22,INM.DG101.NZZC,3.22,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,1 year,%pa,1,12,0.0322
2025-05-23,INM.DG101.NZZC,3.21,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,1 year,%pa,1,12,0.0321
2025-05-26,INM.DG101.NZZC,3.21,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,1 year,%pa,1,12,0.0321
2025-05-27,INM.DG101.NZZC,3.19,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,1 year,%pa,1,12,0.0319
2025-05-28,INM.DG101.NZZC,3.25,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,1 year,%pa,1,12,0.0325
2025-05-29,INM.DG101.NZZC,3.31,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,1 year,%pa,1,12,0.0331
2025-05-30,INM.DG101.NZZC,3.31,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,1 year,%pa,1,12,0.0331
2025-06-03,INM.DG101.NZZC,3.31,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,1 year,%pa,1,12,0.0331
2025-06-04,INM.DG101.NZZC,3.29,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,1 year,%pa,1,12,0.0329
2025-06-05,INM.DG101.NZZC,3.28,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,1 year,%pa,1,12,0.032799999999999996
2025-06-06,INM.DG101.NZZC,3.28,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,1 year,%pa,1,12,0.032799999999999996
2025-06-09,INM.DG101.NZZC,3.29,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,1 year,%pa,1,12,0.0329
2025-06-10,INM.DG101.NZZC,3.3,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,1 year,%pa,1,12,0.033
2025-06-11,INM.DG101.NZZC,3.31,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,1 year,%pa,1,12,0.0331
2025-06-12,INM.DG101.NZZC,3.31,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,1 year,%pa,1,12,0.0331
2025-06-13,INM.DG101.NZZC,3.3,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,1 year,%pa,1,12,0.033
2025-06-16,INM.DG101.NZZC,3.3,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,1 year,%pa,1,12,0.033
2025-06-17,INM.DG101.NZZC,3.3,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,1 year,%pa,1,12,0.033
2025-06-18,INM.DG101.NZZC,3.3,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,1 year,%pa,1,12,0.033
2025-06-19,INM.DG101.NZZC,3.3,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,1 year,%pa,1,12,0.033
2025-06-23,INM.DG101.NZZC,3.3,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,1 year,%pa,1,12,0.033
2025-06-24,INM.DG101.NZZC,3.29,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,1 year,%pa,1,12,0.0329
2025-06-25,INM.DG101.NZZC,3.26,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,1 year,%pa,1,12,0.0326
2025-06-26,INM.DG101.NZZC,3.25,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,1 year,%pa,1,12,0.0325
2025-06-27,INM.DG101.NZZC,3.25,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,1 year,%pa,1,12,0.0325
2025-06-30,INM.DG101.NZZC,3.25,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,1 year,%pa,1,12,0.0325
2025-07-01,INM.DG101.NZZC,3.24,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,1 year,%pa,1,12,0.032400000000000005
2025-07-02,INM.DG101.NZZC,3.23,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,1 year,%pa,1,12,0.0323
2025-07-03,INM.DG101.NZZC,3.23,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,1 year,%pa,1,12,0.0323
2025-07-04,INM.DG101.NZZC,3.23,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,1 year,%pa,1,12,0.0323
2025-07-07,INM.DG101.NZZC,3.23,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,1 year,%pa,1,12,0.0323
2025-07-08,INM.DG101.NZZC,3.23,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,1 year,%pa,1,12,0.0323
2025-01-03,INM.DG102.NZZC,3.52,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,2 year,%pa,2,24,0.0352
2025-01-06,INM.DG102.NZZC,3.57,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,2 year,%pa,2,24,0.035699999999999996
2025-01-07,INM.DG102.NZZC,3.58,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,2 year,%pa,2,24,0.0358
2025-01-08,INM.DG102.NZZC,3.63,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,2 year,%pa,2,24,0.0363
2025-01-09,INM.DG102.NZZC,3.61,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,2 year,%pa,2,24,0.0361
2025-01-10,INM.DG102.NZZC,3.59,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,2 year,%pa,2,24,0.0359
2025-01-13,INM.DG102.NZZC,3.66,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,2 year,%pa,2,24,0.0366
2025-01-14,INM.DG102.NZZC,3.77,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,2 year,%pa,2,24,0.0377
2025-01-15,INM.DG102.NZZC,3.8,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,2 year,%pa,2,24,0.038
2025-01-16,INM.DG102.NZZC,3.74,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,2 year,%pa,2,24,0.0374
2025-01-17,INM.DG102.NZZC,3.76,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,2 year,%pa,2,24,0.037599999999999995
2025-01-20,INM.DG102.NZZC,3.77,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,2 year,%pa,2,24,0.0377
2025-01-21,INM.DG102.NZZC,3.7,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,2 year,%pa,2,24,0.037000000000000005
2025-01-22,INM.DG102.NZZC,3.69,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,2 year,%pa,2,24,0.0369
2025-01-23,INM.DG102.NZZC,3.69,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,2 year,%pa,2,24,0.0369
2025-01-24,INM.DG102.NZZC,3.7,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,2 year,%pa,2,24,0.037000000000000005
2025-01-27,INM.DG102.NZZC,3.68,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,2 year,%pa,2,24,0.0368
2025-01-28,INM.DG102.NZZC,3.65,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,2 year,%pa,2,24,0.0365
2025-01-29,INM.DG102.NZZC,3.62,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,2 year,%pa,2,24,0.0362
2025-01-30,INM.DG102.NZZC,3.64,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,2 year,%pa,2,24,0.0364
2025-01-31,INM.DG102.NZZC,3.64,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,2 year,%pa,2,24,0.0364
2025-02-03,INM.DG102.NZZC,3.57,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,2 year,%pa,2,24,0.035699999999999996
2025-02-04,INM.DG102.NZZC,3.55,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,2 year,%pa,2,24,0.0355
2025-02-05,INM.DG102.NZZC,3.53,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Secondary market government bond closing yields,2 year,%pa,2,24,0.0353
